Date,Portfolio_Returns
2024-08-12,-0.0015648887249344158
2024-08-13,0.022108784231682208
2024-08-14,-0.007540243516650585
2024-08-15,0.025218225829978458
2024-08-16,0.0031119053610849322
2024-08-19,0.011729856683695472
2024-08-20,0.002499264333223056
2024-08-21,0.0008241792018619963
2024-08-22,-0.02147894299975763
2024-08-23,0.013302790781328098
2024-08-26,-0.007137170841059931
2024-08-27,-0.006203106897046834
2024-08-28,-0.010637651091195584
2024-08-29,0.005487967731011679
2024-08-30,0.016171855761410076
2024-09-03,-0.0228424590893826
2024-09-04,-0.0006136031490986517
2024-09-05,0.015110103655640073
2024-09-06,-0.03304548911853891
2024-09-09,0.008059042553436323
2024-09-10,0.014806096354740101
2024-09-11,0.017364083250055687
2024-09-12,0.010458914568866929
2024-09-13,0.004727687739476077
2024-09-16,-0.009835528254557862
2024-09-17,0.006777695946329343
2024-09-18,0.002195198001609389
2024-09-19,0.030569705992858978
2024-09-20,-0.0021669520223582704
2024-09-23,0.00494642591979939
2024-09-24,0.002179489034572057
2024-09-25,-0.0005675940646228449
2024-09-26,-0.0006217883165039627
2024-09-27,0.000614822839944362
2024-09-30,0.008030006238485732
2024-10-01,-0.013735086141473568
2024-10-02,-0.008047743979819232
2024-10-03,-0.009573228013606406
2024-10-04,0.01334079961714275
2024-10-07,-0.02532254927642155
2024-10-08,0.01325351963576884
2024-10-09,0.0029999111047395665
2024-10-10,-0.0008691674144075122
2024-10-11,-0.010812616146763487
2024-10-14,0.007162887987859745
2024-10-15,0.0036120863794800724
2024-10-16,-0.0034771190954727806
2024-10-17,-0.0016262380342809415
2024-10-18,0.005789834666114957
2024-10-21,0.0014938128876304968
2024-10-22,0.004881349343218505
2024-10-23,-0.017859099168351846
2024-10-24,0.03446843675871342
2024-10-25,0.012227160868813192
2024-10-28,4.9840917816840104e-05
2024-10-29,0.007234881843107384
2024-10-30,0.0029358401786799995
2024-10-31,-0.03155164580278773
2024-11-01,0.01071800515256552
2024-11-04,-0.010205432242387558
2024-11-05,0.012793713204887602
2024-11-06,0.0411342816808705
2024-11-07,0.01986145060468608
2024-11-08,0.006189713680292712
2024-11-11,0.009243503868017644
2024-11-12,-0.0034068141705811336
2024-11-13,0.004768699462693194
2024-11-14,-0.01055689182188717
2024-11-15,-0.016407474377832375
2024-11-18,0.014509627494126189
2024-11-19,0.010579252786863936
2024-11-20,-0.0061275413807064475
2024-11-21,-0.016361325277377298
2024-11-22,0.004489013316864543
2024-11-25,0.006078950588716493
2024-11-26,0.014702764163489262
2024-11-27,-0.006752702688930845
2024-11-29,0.01006414163760493
2024-12-02,0.016836660158914198
2024-12-03,0.0033295981240626773
2024-12-04,0.013994202759849318
2024-12-05,0.007459729792567815
2024-12-06,0.016507491775321965
2024-12-09,0.005507172355477619
2024-12-10,0.01438475592604228
2024-12-11,0.025845834108442878
2024-12-12,-0.005251967815583902
2024-12-13,0.002108463724399578
2024-12-16,0.026091953626929332
2024-12-17,0.006367026370473228
2024-12-18,-0.04166887774569154
2024-12-19,0.0028684452768366897
2024-12-20,0.0038475903034964013
2024-12-23,0.007035371110317911
2024-12-24,0.020846627336717428
2024-12-26,-0.004672433820121696
2024-12-27,-0.020003494535205706
2024-12-30,-0.014682578369126708
2024-12-31,-0.011963694982499556
2025-01-02,-0.016172941692918552
2025-01-03,0.020197289519855964
2025-01-06,0.012382025621193537
2025-01-07,-0.017733841892840208
2025-01-08,0.00020583562506532038
2025-01-10,-0.013586434194238023
2025-01-13,-0.0016808010846727124
2025-01-14,-0.0065624690027264836
2025-01-15,0.03344083562753915
2025-01-16,-0.02106465968394429
2025-01-17,0.01656543589240508
2025-01-21,-0.002766449687980671
2025-01-22,0.010479074571818016
2025-01-23,-0.0009920283408359043
2025-01-24,-0.0025112854935626814
2025-01-27,-0.00771844464202987
2025-01-28,0.021266691143058347
2025-01-29,-0.005205548472734989
2025-01-30,-0.006362351523164752
2025-01-31,0.005707124715329127
2025-02-03,-0.02116849550705689
2025-02-04,0.018319725021564894
2025-02-05,-0.024729056774473426
2025-02-06,0.0030386486383678028
2025-02-07,-0.028641622445099643
2025-02-10,0.001687119380871971
2025-02-11,-0.005987223110862671
2025-02-12,0.0019220060640565244
2025-02-13,0.018326583909940342
2025-02-14,-0.0003373852269352885
2025-02-18,-0.0036214142864454406
2025-02-19,0.007260694946646074
2025-02-20,-0.004600219492586105
2025-02-21,-0.022080421267031764
2025-02-24,-0.007742943416971421
2025-02-25,-0.019853627613134556
2025-02-26,-0.013394872141828112
2025-02-27,-0.02148236354254307
2025-02-28,0.018427986123872333
2025-03-03,-0.023166348537376022
2025-03-04,-0.005296580622154834
2025-03-05,0.01701063693381904
2025-03-06,-0.01903264983621774
2025-03-07,0.0020322999478041724
2025-03-10,-0.05564531479688924
2025-03-11,-0.0015516855457310295
2025-03-12,0.014586501798739902
2025-03-13,-0.025473416143158685
2025-03-14,0.023050670699370612
2025-03-17,-0.010196427047828777
2025-03-18,-0.019589930329865998
2025-03-19,0.01909286839134028
2025-03-20,-0.0035087399663937036
2025-03-21,0.01781342157791327
2025-03-24,0.03333472577446048
2025-03-25,0.015578037630104069
2025-03-26,-0.024380389367505792
2025-03-27,0.00033272835718025615
2025-03-28,-0.03627101377897187
2025-03-31,-0.001597023993738533
2025-04-01,0.015349224834847696
2025-04-02,0.012706204610291127
2025-04-03,-0.062059121373499906
2025-04-04,-0.05606549129008119
2025-04-07,-0.007568575376967579
2025-04-08,-0.029691247325251583
2025-04-09,0.1359427241623895
2025-04-10,-0.043953311043740145
2025-04-11,0.02350069205466314
2025-04-14,0.004689124388107157
2025-04-15,-0.006744170681870099
2025-04-16,-0.03413937469800635
2025-04-17,-0.0034894247007329405
2025-04-21,-0.02892415653243495
2025-04-22,0.03185898589473972
2025-04-23,0.03195188568111497
2025-04-24,0.028387121487295518
2025-04-25,0.02413801932678856
2025-04-28,-0.0018675446785496926
2025-04-29,0.005081721426181763
2025-04-30,-0.0077917077006279985
2025-05-01,0.02476047539255659
2025-05-02,0.0020355641429700756
2025-05-05,-0.014687384350535833
2025-05-06,-0.00704879205139472
2025-05-07,-0.012873367777264815
2025-05-08,0.01587739020008121
2025-05-09,0.007687284554901964
2025-05-12,0.05432176194340225
2025-05-13,0.013844201525475297
2025-05-14,0.013360416952302667
2025-05-15,-0.009219262486943543
2025-05-16,0.0065409569640354215
2025-05-19,-0.0033154677595137513
2025-05-20,-0.006947459754148295
2025-05-21,-0.009528145616586568
2025-05-22,0.007696674622848321
2025-05-23,-0.015253515174789935
2025-05-27,0.031668060041858626
2025-05-28,-0.0055460598093417975
2025-05-29,0.0010112044804034658
2025-05-30,-0.0039620369262548805
2025-06-02,-0.0014307819477848646
2025-06-03,-0.001211446871097921
2025-06-04,-0.0017605989805004152
2025-06-05,-0.021599861404889256
2025-06-06,0.022703161602082734
2025-06-09,0.011024214886834189
2025-06-10,0.012682940510639285
2025-06-11,-0.009372961949929315
2025-06-12,-0.0020138202111602776
2025-06-13,-0.004411625302142614
2025-06-16,0.01220490598377576
2025-06-17,-0.011898676820653943
2025-06-18,-0.0003065039628482036
2025-06-20,-0.005881954499424692
2025-06-23,0.013668739893222492
2025-06-24,0.0027088815570696376
2025-06-25,0.0007178269259261972
2025-06-26,0.00879055064850723
2025-06-27,0.009946029641347654
2025-06-30,-0.003167818663062144
2025-07-01,-0.006397139774633552
2025-07-02,0.015314675865607696
2025-07-03,0.008490242138621628
2025-07-07,-0.01784615081774013
2025-07-08,-0.004823047736851294
2025-07-09,0.008639518792553076
2025-07-10,0.008670540473319999
2025-07-11,0.0064020646695204415
2025-07-14,0.0006116387309425652
2025-07-15,-0.00012676163230697108
2025-07-16,0.004706172474622272
2025-07-17,0.0024696423812930806
2025-07-18,0.009167126815881943
2025-07-21,0.009265652654754403
2025-07-22,0.0017422388595146664
2025-07-23,-0.000290032327703149
2025-07-24,-0.0052786767927180105
2025-07-25,0.006905656444493413
2025-07-28,0.004795919100290046
2025-07-29,-0.00347919640875311
2025-07-30,-0.0032872550715342392
2025-07-31,-0.0002444712787102775
2025-08-01,-0.03194154442250269
2025-08-04,0.012246860301386341
2025-08-05,-0.0021315788227770915
2025-08-06,0.026566993866653312
2025-08-07,0.008669193709459178
2025-08-08,0.019077631457727243
